task,pass_or_fail,time_token
"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",0,4.229753333333333
"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",1,3.21222
"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",1,3.3141700000000003
"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",1,2.807123333333333
"How long does it take 10 ovens to bake 10 lasagnas, if it takes 60 ovens 60 minutes to bake 60 lasagnas?",1,3.0069466666666664
"How long does it take 1 researcher to publish 1 paper, if it takes 6 researchers 6 years to publish 6 papers?",1,3.372856666666667
"How long does it take 30 cleaners to clean 30 rooms, if it takes 50 cleaners 50 hours to clean 50 rooms?",0,3.31954
"How long does it take 40 students to change 40 light bulbs, if it takes 70 students 70 minutes to change 70 light bulbs?",1,3.0512833333333327
"How long does it take 40 builders to build 40 houses, if it takes 50 builders 50 weeks to build 50 houses?",1,2.97691
"How long does it take 5 people to plant 5 trees, if it takes 6 people 6 minutes to plant 6 trees?",1,3.516356666666667
"How long does it take 30 coffee machines to make 30 coffees, if it takes 40 coffee machines 40 minutes to make 40 coffees?",0,3.067626666666667
"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",1,3.2709233333333336
"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",1,4.5137
"How long does it take 2 people to read 2 books, if it takes 4 people 4 weeks to read 4 books?",0,3.6341133333333335
"How long does it take 5 teams to renovate 5 houses, if it takes 8 teams 8 weeks to renovate 8 houses?",1,3.3199166666666664
"How long does it take 30 people to knit 30 pairs of socks, if it takes 40 people 40 weeks to knit 40 pairs of socks?",0,2.7009266666666663
"How long does it take 40 people to pick 40 fields of strawberries, if it takes 70 people 70 hours to pick 70 fields of strawberries?",1,2.876443333333333
"How long does it take 6 programmers to write 6 lines of code, if it takes 7 programmers 7 hours to write 7 lines of code?",0,3.0088900000000005
"How long does it take 4 photographers to take 4 photos, if it takes 8 photographers 8 hours to take 8 photos?",1,2.4607033333333335
"How long does it take 1 painter to paint 1 painting, if it takes 8 painters 8 hours to paint 8 paintings?",1,2.9101466666666673
"How long does it take 50 writers to write 50 books, if it takes 70 writers 70 minutes to write 70 books?",1,3.0271066666666666
"How long does it take 2 cooks to cook 2 meals, if it takes 8 cooks 8 minutes to cook 8 meals?",1,3.023566666666667
"How long does it take 50 doctors to examine 50 patients, if it takes 60 doctors 60 minutes to examine 60 patients?",1,2.74595
"How long does it take 2 drivers to change 2 tires, if it takes 7 drivers 7 minutes to change 7 tires?",0,3.2964866666666666
"How long does it take 2 farm workers to pick 2 apples, if it takes 8 farm workers 8 seconds to pick 8 apples?",1,2.83576
"How long does it take 4 freezers to freeze 4 liters of water, if it takes 6 freezers 6 hours to freeze 6 liters of water?",1,3.4286733333333337
"How long does it take 20 bakers to bake 20 cakes, if it takes 80 bakers 80 hours to bake 80 cakes?",1,2.9102033333333335
"How long does it take 30 hair stylists to finish 30 hairstyles, if it takes 50 hair stylists 50 minutes to finish 50 hairstyles?",1,3.4457733333333334
"How long does it take 2 mechanics to fix 2 cars, if it takes 3 mechanics 3 hours to fix 3 cars?",0,3.2405899999999996
"How long does it take 20 tailors to make 20 dresses, if it takes 50 tailors 50 hours to make 50 dresses?",1,3.47888
"How long does it take 3 painters to paint 3 rooms, if it takes 4 painters 4 hours to paint 4 rooms?",0,2.826663333333333
"How long does it take 40 trees to grow 40 leaves, if it takes 60 trees 60 days to grow 60 leaves?",1,2.944713333333334
"How long does it take 1 runner to clean 1 shoe, if it takes 5 runners 5 minutes to clean 5 shoes?",1,3.3624166666666664
"How long does it take 3 translators to translate 3 pages, if it takes 6 translators 6 hours to translate 6 pages?",1,2.48308
"How long does it take 2 machines to make 2 smartphones, if it takes 3 machines 3 hours to make 3 smartphones?",1,2.60118
"How long does it take 50 people to smoke 50 cigarettes, if it takes 70 people 70 minutes to smoke 70 cigarettes?",1,2.8483400000000003
"How long does it take 7 opticians to make 7 glasses, if it takes 8 opticians 8 days to make 8 glasses?",0,3.00244
"How long does it take 40 pipes to fill 40 containers, if it takes 60 pipes 60 hours to fill 60 containers?",1,3.0050333333333334
"How long does it take 50 people to eat 50 pizzas, if it takes 80 people 80 minutes to eat 80 pizzas?",1,2.9076833333333334
"How long does it take 20 kettles to boil 20 liters of water, if it takes 80 kettles 80 hours to boil 80 liters of water?",1,3.2644866666666665
"How long does it take 40 air conditioners to cool 40 rooms, if it takes 80 air conditioners 80 minutes to cool 80 rooms?",1,3.00328
"How long does it take 5 students to finish 5 exams, if it takes 7 students 7 minutes to finish 7 exams?",1,3.037206666666666
"How long does it take 40 men to make 40 pies, if it takes 70 men 70 minutes to make 70 pies?",1,3.05008
"How long does it take 1 barista to make 1 coffee, if it takes 8 baristas 8 minutes to make 8 coffees?",1,2.8249100000000005
"How long does it take 10 people to cook 10 packs of spaghetti, if it takes 70 people 70 minutes to cook 70 packs of spaghetti?",1,2.827636666666667
"How long does it take 5 people to renovate 5 bathrooms, if it takes 8 people 8 days to renovate 8 bathrooms?",1,3.27725
"How long does it take 1 fish to eat 1 worm, if it takes 3 fish 3 days to eat 3 worms?",1,2.791816666666667
"How long does it take 1 operator to connect 1 phone call, if it takes 3 operators 3 hours to connect 3 phone calls?",0,3.0106933333333337
"How long does it take 20 printers to print 20 documents, if it takes 80 printers 80 minutes to print 80 documents?",1,3.1367100000000003
"How long does it take 70 husbands to feed 70 babies, if it takes 80 husbands 80 minutes to feed 80 babies?",1,3.3185966666666666
